name,country,sports,age,gender,philosophy,ambition,hero,philosophy_lemma,ambition_lemma,hero_list
ACEITUNO Herbert,El Salvador, Powerlifting,35,Male,"Disability is in the mind, not the body.",To win a medal at the Paralympic Games.,Brazilian footballer Ronaldinho.,"['disability', 'be', 'in', 'the', 'mind', ',', 'not', 'the', 'body', '.']","['to', 'win', 'a', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['Brazilian footballer Ronaldinho']
ACEVES PEREZ Haidee Viviana,Mexico, Swimming,28,Female,"When you want to do something with all your heart and all your strength, you'll always achieve it. There is no barrier or obstacle.",none,none,"['when', '-PRON-', 'want', 'to', 'do', 'something', 'with', 'all', '-PRON-', 'heart', 'and', 'all', '-PRON-', 'strength', ',', '-PRON-', 'will', 'always', 'achieve', '-PRON-', '.', 'there', 'be', 'no', 'barrier', 'or', 'obstacle', '.']",['none'],['none']
ACHENZA Giovanni,Italy, Triathlon,50,Male,none,none,none,['none'],['none'],['none']
ACOSTA MANJARRES Yamil David,Colombia, Athletics,23,Male,Limits can be broken.,none,Argentinian footballer Lionel Messi.,"['limit', 'can', 'be', 'break', '.']",['none'],['Argentinian footballer Lionel Messi']
ACOSTA RODRIGUEZ Adolfo,Spain, Football 5-a-side,40,Male,"When I play Para football I feel free because on the pitch I don't need my stick or the help of anybody else. I have always been quite shy and sport has brought me many things, like happiness, orientation, meeting people, travelling and learning how to live with different groups of people.",none,none,"['when', '-PRON-', 'play', 'Para', 'football', '-PRON-', 'feel', 'free', 'because', 'on', 'the', 'pitch', '-PRON-', 'do', 'not', 'need', '-PRON-', 'stick', 'or', 'the', 'help', 'of', 'anybody', 'else', '.', '-PRON-', 'have', 'always', 'be', 'quite', 'shy', 'and', 'sport', 'have', 'bring', '-PRON-', 'many', 'thing', ',', 'like', 'happiness', ',', 'orientation', ',', 'meet', 'people', ',', 'travel', 'and', 'learn', 'how', 'to', 'live', 'with', 'different', 'group', 'of', 'people', '.']",['none'],['none']
ACOSTA SOTO Omar Jose,Colombia, Athletics,21,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
ADALSTEINSDOTTIR Bergrun Osk,Iceland, Athletics,20,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,"Jamaican sprinter Usain Bolt, German Para long jumper Markus Rehm.",['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Jamaican sprinter Usain Bolt', 'German Para long jumper Markus Rehm']"
ADAMI Zsanett,Hungary, Swimming,26,Female,To overcome the almost impossible.,To compete at the 2020 Paralympic Games in Tokyo. She also plans to study for a master's degree and doctorate degree.,Hungarian swimmer Daniel Gyurta.,"['to', 'overcome', 'the', 'almost', 'impossible', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', '-PRON-', 'also', 'plan', 'to', 'study', 'for', 'a', 'master', ""'s"", 'degree', 'and', 'doctorate', 'degree', '.']",['Hungarian swimmer Daniel Gyurta']
ADAMS Lisa,New Zealand, Athletics,30,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
ADDESI Pierpaolo,Italy, Cycling Road,45,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
ADDISON Tamsin,Ireland, Equestrian,48,Female,"If I can beat cancer, I can beat anything.",To win a gold medal at the Paralympic Games.,none,"['if', '-PRON-', 'can', 'beat', 'cancer', ',', '-PRON-', 'can', 'beat', 'anything', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['none']
ADENEGAN Kare,Great Britain, Athletics,20,Female,It's all about patience and perseverance. The one thing I really learnt in my career is that things don't always go your way instantly so it's important to remain motivated.,"To win gold at the 2020 Paralympic Games in Tokyo, and to compete at the 2022 Commonwealth Games in Birmingham, England.","British rower Debbie Flood, British wheelchair racers Anne Wafula-Strike and Hannah Cockroft.","['-PRON-', 'be', 'all', 'about', 'patience', 'and', 'perseverance', '.', 'the', 'one', 'thing', '-PRON-', 'really', 'learn', 'in', '-PRON-', 'career', 'be', 'that', 'thing', 'do', 'not', 'always', 'go', '-PRON-', 'way', 'instantly', 'so', '-PRON-', 'be', 'important', 'to', 'remain', 'motivated', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'compete', 'at', 'the', '2022', 'Commonwealth', 'Games', 'in', 'Birmingham', ',', 'England', '.']","['British rower Debbie Flood', 'British wheelchair racers Anne Wafula-Strike and Hannah Cockroft']"
ADESOKAN Yakubu,Nigeria, Powerlifting,42,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Nigerian Para powerlifter Lucy Ejike.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Nigerian Para powerlifter Lucy Ejike']
ADLER Anja,Germany, Canoe Sprint,32,Female,"He who fights can lose, he who doesn't fight has already lost.",none,German Para cyclist Michael Teuber.,"['-PRON-', 'who', 'fight', 'can', 'lose', ',', '-PRON-', 'who', 'do', 'not', 'fight', 'have', 'already', 'lose', '.']",['none'],['German Para cyclist Michael Teuber']
ADOLPHE Timothee,France, Athletics,31,Male,Persistence and determination.,To win a medal at the 2020 Paralympic Games in Tokyo.,"French basketball player Tony Parker, US basketball player Michael Jordan, Jamaican sprinter Usain Bolt, French sprinter Marie-Jose Perec.","['persistence', 'and', 'determination', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['French basketball player Tony Parker', 'US basketball player Michael Jordan', 'Jamaican sprinter Usain Bolt', 'French sprinter Marie-Jose Perec']"
ADONINA Daria,RPC, Boccia,18,Female,"Never give up. Experience, work, discipline. This approach is needed in everything.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['never', 'give', 'up', '.', 'experience', ',', 'work', ',', 'discipline', '.', 'this', 'approach', 'be', 'need', 'in', 'everything', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
ADZHAMETOVA Leilia,Ukraine, Athletics,27,Female,none,none,US sprinter Allyson Felix.,['none'],['none'],['US sprinter Allyson Felix']
AERE Katia,Italy, Cycling Road,50,Female,"Do not be afraid, because it is fear that makes us immobile, not illness or the difficulties of life.",To compete at the 2020 Paralympic Games in Tokyo.,Italian Para cyclist Alex Zanardi.,"['do', 'not', 'be', 'afraid', ',', 'because', '-PRON-', 'be', 'fear', 'that', 'make', '-PRON-', 'immobile', ',', 'not', 'illness', 'or', 'the', 'difficulty', 'of', 'life', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Italian Para cyclist Alex Zanardi']
AFRI Mahdi,Morocco, Athletics,25,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AFROOZ Saeid,Islamic Republic of Iran, Athletics,30,Male,none,"To win a gold medal at four consecutive editions of the Paralympic Games, starting with the 2020 Games in Tokyo.",Coach Seyed Mahdi Shahrokhi.,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'four', 'consecutive', 'edition', 'of', 'the', 'Paralympic', 'Games', ',', 'start', 'with', 'the', '2020', 'Games', 'in', 'Tokyo', '.']",['Coach Seyed Mahdi Shahrokhi']
AGALAKOV Roman,Kazakhstan, Swimming,26,Male,"Fear not that your life will come to an end, but rather that it shall never have a beginning. [John Henry Newman]",To win gold medals at the Paralympic Games and the world championships.,US swimmer Michael Phelps.,"['fear', 'not', 'that', '-PRON-', 'life', 'will', 'come', 'to', 'an', 'end', ',', 'but', 'rather', 'that', '-PRON-', 'shall', 'never', 'have', 'a', 'beginning', '.', '[', 'John', 'Henry', 'Newman', ']']","['to', 'win', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', 'and', 'the', 'world', 'championship', '.']",['US swimmer Michael Phelps']
AGBLEMAGNON Gloria,France, Athletics,23,Female,none,To win gold at the 2020 Paralympic Games in Tokyo and the 2024 Paralympic Games in Paris.,French Para athlete Marie-Amelie Le Fur.,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', 'and', 'the', '2024', 'Paralympic', 'Games', 'in', 'Paris', '.']",['French Para athlete Marie-Amelie Le Fur']
AGRIPINO dos SANTOS Julio Cesar,Brazil, Athletics,30,Male,"For me, problems serve as fuel to further increase my will to fight and persist.",none,none,"['for', '-PRON-', ',', 'problem', 'serve', 'as', 'fuel', 'to', 'further', 'increase', '-PRON-', 'will', 'to', 'fight', 'and', 'persist', '.']",['none'],['none']
AGUILAR CARMONA Vicente,Spain, Football 5-a-side,51,Male,"Sport is essential for everyone, but especially for [people with a vision impairment] because it gives us orientation, mobility and autonomy. It also makes us lose fear and it comes in handy to relieve stress from work.",none,none,"['Sport', 'be', 'essential', 'for', 'everyone', ',', 'but', 'especially', 'for', '[', 'people', 'with', 'a', 'vision', 'impairment', ']', 'because', '-PRON-', 'give', '-PRON-', 'orientation', ',', 'mobility', 'and', 'autonomy', '.', '-PRON-', 'also', 'make', '-PRON-', 'lose', 'fear', 'and', '-PRON-', 'come', 'in', 'handy', 'to', 'relieve', 'stress', 'from', 'work', '.']",['none'],['none']
AGUILERA CRUZ Ulicer,Cuba, Athletics,31,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,German javelin thrower Thomas Rohler.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['German javelin thrower Thomas Rohler']
AGUNBIADE Tajudeen,Nigeria, Table Tennis,46,Male,"I can categorically say that table tennis has opened a lot of opportunities for me in life. It has exposed me to the world and people don't look down on me again but they now see me as a champion and someone who is relevant. Generally, sport has changed my status in life and I now see that I have opportunities like every other person in life.",To win a gold medal at the 2020 Paralympic Games in Tokyo.,Swedish table tennis player Jan-Ove Waldner.,"['-PRON-', 'can', 'categorically', 'say', 'that', 'table', 'tennis', 'have', 'open', 'a', 'lot', 'of', 'opportunity', 'for', '-PRON-', 'in', 'life', '.', '-PRON-', 'have', 'expose', '-PRON-', 'to', 'the', 'world', 'and', 'people', 'do', 'not', 'look', 'down', 'on', '-PRON-', 'again', 'but', '-PRON-', 'now', 'see', '-PRON-', 'as', 'a', 'champion', 'and', 'someone', 'who', 'be', 'relevant', '.', 'generally', ',', 'sport', 'have', 'change', '-PRON-', 'status', 'in', 'life', 'and', '-PRON-', 'now', 'see', 'that', '-PRON-', 'have', 'opportunity', 'like', 'every', 'other', 'person', 'in', 'life', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Swedish table tennis player Jan-Ove Waldner']
AHLQUIST Anna Carin,Sweden, Table Tennis,49,Female,Always do your best and you will win gold.,To compete at the 2020 Paralympic Games in Tokyo.,"Swedish Para table tennis player Ernst Bollden, Swedish table tennis player Jorgen Persson.","['always', 'do', '-PRON-', 'good', 'and', '-PRON-', 'will', 'win', 'gold', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Swedish Para table tennis player Ernst Bollden', 'Swedish table tennis player Jorgen Persson']"
AHMAD TARMIZI Zuhairi,Malaysia, Cycling Road,31,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AHMADI Amirreza,Islamic Republic of Iran, Wheelchair Basketball,20,Male,Never give up.,none,none,"['never', 'give', 'up', '.']",['none'],['none']
AHMED Aya,Egypt, Goalball,25,Female,none,none,none,['none'],['none'],['none']
AHMED Mohamed,Egypt, Powerlifting,39,Male,none,none,none,['none'],['none'],['none']
AHMED Rehab,Egypt, Powerlifting,30,Female,"There is always time to reach your ambitions. )Athlete, 25 Aug 2021)",To break the Paralympic record.,Egyptian Para powerlifter Sherif Osman.,"['there', 'be', 'always', 'time', 'to', 'reach', '-PRON-', 'ambition', '.', ')', 'athlete', ',', '25', 'Aug', '2021', ')']","['to', 'break', 'the', 'Paralympic', 'record', '.']",['Egyptian Para powerlifter Sherif Osman']
AI Xinliang,People's Republic of China, Archery,24,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AINGCHAIYAPHUM Phuchit,Thailand, Swimming,20,Male,none,none,none,['none'],['none'],['none']
AIT AL HAKEM Abdellali,Morocco, Football 5-a-side,27,Male,none,none,none,['none'],['none'],['none']
AIT BAJJA Elhabib,Morocco, Football 5-a-side,23,Male,none,none,none,['none'],['none'],['none']
AITCHISON Danielle,New Zealand, Athletics,20,Female,"Focus only on yourself, you can only control what you do.",To compete at the 2020 Paralympic Games in Tokyo.,New Zealand sprinter Zoe Hobbs.,"['focus', 'only', 'on', '-PRON-', ',', '-PRON-', 'can', 'only', 'control', 'what', '-PRON-', 'do', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['New Zealand sprinter Zoe Hobbs']
AJEET SINGH,India, Athletics,28,Male,"To me, pain is like jewellery on an athlete. If there isn't any pain then the success can never be worth it.",To win gold and set a world record at the 2020 Paralympic Games in Tokyo.,none,"['to', '-PRON-', ',', 'pain', 'be', 'like', 'jewellery', 'on', 'an', 'athlete', '.', 'if', 'there', 'be', 'not', 'any', 'pain', 'then', 'the', 'success', 'can', 'never', 'be', 'worth', '-PRON-', '.']","['to', 'win', 'gold', 'and', 'set', 'a', 'world', 'record', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AKAI Daiki,Japan, Athletics,22,Male,none,"To compete at the 2020 Paralympic Games in Tokyo, and take up the marathon event.",British athlete Mo Farah.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'take', 'up', 'the', 'marathon', 'event', '.']",['British athlete Mo Farah']
AKAISHI Ryuga,Japan, Wheelchair Basketball,20,Male,Talk the talk and walk the walk.,To win a medal at the 2020 Paralympic Games in Tokyo.,Japanese baseball player Shohei Otani.,"['talk', 'the', 'talk', 'and', 'walk', 'the', 'walk', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese baseball player Shohei Otani']
AKAKURA Sachie,Japan, Sitting Volleyball,47,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AKASH,India, Shooting,31,Male,none,none,none,['none'],['none'],['none']
AKBAR Komet,Indonesia, Table Tennis,35,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AKBULUT Oguz,Turkey, Athletics,29,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Moroccan distance runner Hicham El Guerrouj.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Moroccan distance runner Hicham El Guerrouj']
AKERMACH Rajae,Morocco, Taekwondo,24,Female,none,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AKHMATKHONOVA Dilafruzkhon,Uzbekistan, Athletics,31,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Uzbekistani tennis player Denis Istomin.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Uzbekistani tennis player Denis Istomin']
AKITA Kei,Japan, Wheelchair Basketball,31,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AKKAYA Hakan,Turkey, Wheelchair Fencing,26,Male,"My life was a mess before I took up sport. I felt like I was disconnected from the world. Then, one day, I decided to change everything in my life. Sport helped me to achieve this goal.",To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'life', 'be', 'a', 'mess', 'before', '-PRON-', 'take', 'up', 'sport', '.', '-PRON-', 'feel', 'like', '-PRON-', 'be', 'disconnect', 'from', 'the', 'world', '.', 'then', ',', 'one', 'day', ',', '-PRON-', 'decide', 'to', 'change', 'everything', 'in', '-PRON-', 'life', '.', 'Sport', 'help', '-PRON-', 'to', 'achieve', 'this', 'goal', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AKSOY Ridvan,Turkey, Wheelchair Basketball,21,Male,none,none,none,['none'],['none'],['none']
AKSOY Vedat,Turkey, Archery,33,Male,none,none,none,['none'],['none'],['none']
AL HARRASI Taha,Oman, Athletics,27,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Jamaican sprinter Usain Bolt and Omani sprinter Barakat Al-Harthi.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Jamaican sprinter Usain Bolt and Omani sprinter Barakat Al-Harthi']
AL HUSSEIN Ibrahim,Refugee Paralympic Team, Swimming,32,Male,I want every refugee to have opportunities in sport. I cannot imagine my life without sport. I can stop eating but I cannot stop having sport in my life. It is what keeps me going.,To win a medal at the 2020 Paralympic Games in Tokyo.,US swimmer Michael Phelps.,"['-PRON-', 'want', 'every', 'refugee', 'to', 'have', 'opportunity', 'in', 'sport', '.', '-PRON-', 'can', 'not', 'imagine', '-PRON-', 'life', 'without', 'sport', '.', '-PRON-', 'can', 'stop', 'eat', 'but', '-PRON-', 'can', 'not', 'stop', 'have', 'sport', 'in', '-PRON-', 'life', '.', '-PRON-', 'be', 'what', 'keep', '-PRON-', 'go', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US swimmer Michael Phelps']
AL KHALIFA Anas,Refugee Paralympic Team, Canoe Sprint,28,Male,"Everybody has to fight and keep on going. Nothing is too difficult. If you have to try one time or 100 times, you have to just keep on going.",To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['everybody', 'have', 'to', 'fight', 'and', 'keep', 'on', 'go', '.', 'nothing', 'be', 'too', 'difficult', '.', 'if', '-PRON-', 'have', 'to', 'try', 'one', 'time', 'or', '100', 'time', ',', '-PRON-', 'have', 'to', 'just', 'keep', 'on', 'go', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
AL MASHAYKHI Mohammed,Oman, Athletics,30,Male,"Every moment in my sports career, I consider a success. I appreciate every experience as a successful one.",none,none,"['every', 'moment', 'in', '-PRON-', 'sport', 'career', ',', '-PRON-', 'consider', 'a', 'success', '.', '-PRON-', 'appreciate', 'every', 'experience', 'as', 'a', 'successful', 'one', '.']",['none'],['none']
AL-AGEELI Faris,Iraq, Powerlifting,47,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,His parents.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['His parents']
AL-DARRAJI Ali,Iraq, Powerlifting,39,Male,none,none,His parents.,['none'],['none'],['His parents']
AL-MADHKHOORI Zainulabdeen,Iraq, Wheelchair Fencing,30,Male,none,none,none,['none'],['none'],['none']
AL-MAJIDI Hanan,Iraq, Powerlifting,30,Female,none,none,none,['none'],['none'],['none']
AL-OGAILI Hayder,Iraq, Wheelchair Fencing,27,Male,none,none,none,['none'],['none'],['none']
AL-RIKABI Ali,Iraq, Athletics,28,Male,none,none,none,['none'],['none'],['none']
